# Menlo Systems GmbH ScanControl
# Program Version 1.3.3
# Start: -327.00000000 ps, Average over 1 waveforms. Timestamp: 2026-05-07T11:35:16
# User time axis shift: 0 ps
# Time [ps]	THz Signal [a.u.]
-306.10000008	0.00024902
-306.06666675	-0.00170222
-306.03333342	0.00032049
-306.00000008	0.00012468
-305.96666675	0.00016584
-305.93333342	-0.00154756
-305.90000008	-0.00303281
-305.86666675	-0.00278420
-305.83333342	-0.00195891
-305.80000008	-0.00209853
-305.76666675	0.00020405
-305.73333342	-0.00124257
-305.70000009	-0.00185910
-305.66666675	-0.00013622
-305.63333342	-0.00480073
-305.60000009	-0.00158639
-305.56666675	0.00185561
-305.53333342	-0.00240034
-305.50000009	-0.00204646
-305.46666675	-0.00149577
-305.43333342	-0.00242986
-305.40000009	-0.00131188
-305.36666675	-0.00038570
-305.33333342	-0.00319781
-305.30000009	-0.00146403
-305.26666675	0.00007439
-305.23333342	-0.00050309
-305.20000009	-0.00300691
-305.16666675	-0.00400622
-305.13333342	-0.00224687
-305.10000009	-0.00139009
-305.06666675	-0.00024923
-305.03333342	-0.00218794
-305.00000009	0.00165309
-304.96666676	-0.00316416
-304.93333342	-0.00140752
-304.90000009	-0.00076673
-304.86666676	0.00105011
-304.83333342	0.00227429
-304.80000009	-0.00082513
-304.76666676	-0.00428037
-304.73333342	-0.00176990
-304.70000009	-0.00241787
-304.66666676	0.00075673
-304.63333342	-0.00173327
-304.60000009	-0.00133532
-304.56666676	-0.00064879
-304.53333342	-0.00201450
-304.50000009	-0.00190804
-304.46666676	0.00093871
-304.43333342	-0.00098459
-304.40000009	0.00123405
-304.36666676	0.00037446
-304.33333342	-0.00274952
-304.30000009	-0.00013840
-304.26666676	-0.00039562
-304.23333342	-0.00314682
-304.20000009	0.00005540
-304.16666676	-0.00058633
-304.13333343	-0.00052563
-304.10000009	0.00021537
-304.06666676	0.00013936
-304.03333343	-0.00197895
-304.00000009	0.00063426
-303.96666676	0.00052930
-303.93333343	0.00085651
-303.90000009	0.00067968
-303.86666676	0.00090386
-303.83333343	0.00133702
-303.80000009	-0.00029762
-303.76666676	-0.00183972
-303.73333343	0.00110510
-303.70000009	0.00150277
-303.66666676	0.00187304
-303.63333343	0.00269306
-303.60000009	0.00184817
-303.56666676	-0.00047802
-303.53333343	-0.00005327
-303.50000009	0.00067127
-303.46666676	0.00114648
-303.43333343	0.00181644
-303.40000010	0.00012470
-303.36666676	0.00135279
-303.33333343	0.00007838
-303.30000010	-0.00166457
-303.26666676	0.00033301
-303.23333343	-0.00011114
-303.20000010	0.00117620
-303.16666676	0.00111696
-303.13333343	-0.00210012
-303.10000010	-0.00177178
-303.06666676	-0.00140661
-303.03333343	0.00158207
-303.00000010	0.00106129
-302.96666676	-0.00203498
-302.93333343	-0.00033003
-302.90000010	-0.00165324
-302.86666676	-0.00019172
-302.83333343	0.00019281
-302.80000010	-0.00148326
-302.76666676	0.00102685
-302.73333343	-0.00213581
-302.70000010	-0.00087044
-302.66666676	-0.00074350
-302.63333343	-0.00235914
-302.60000010	-0.00136549
-302.56666677	-0.00051930
-302.53333343	-0.00188995
-302.50000010	-0.00339399
-302.46666677	-0.00160679
-302.43333343	-0.00066442
-302.40000010	-0.00370978
-302.36666677	-0.00066003
-302.33333343	0.00013583
-302.30000010	-0.00019461
-302.26666677	-0.00011972
-302.23333343	-0.00290730
-302.20000010	0.00078881
-302.16666677	-0.00065861
-302.13333343	0.00247026
-302.10000010	-0.00019759
-302.06666677	-0.00059380
-302.03333343	-0.00044486
-302.00000010	0.00094689
-301.96666677	-0.00221899
-301.93333343	-0.00162799
-301.90000010	-0.00124189
-301.86666677	-0.00092806
-301.83333344	-0.00063055
-301.80000010	0.00006617
-301.76666677	-0.00115025
-301.73333344	-0.00090822
-301.70000010	-0.00002153
-301.66666677	-0.00057853
-301.63333344	-0.00000736
